Statistical profiling result from isolate-0x108000000-v8.log, (10195 ticks, 81 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  T v8::internal::Factory::NewFillerObject(int, bool, v8::internal::AllocationSpace)
      1    0.0%    0.0%  T v8::internal::Factory::NewBytecodeArray(int, unsigned char const*, int, int, v8::internal::Handle<v8::internal::FixedArray>)
      1    0.0%    0.0%  T v8::internal::Factory::InitializeMap(v8::internal::Map*, v8::internal::InstanceType, int, v8::internal::ElementsKind, int)
      1    0.0%    0.0%  T v8::internal::Factory::CopyJSObjectWithAllocationSite(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::AllocationSite>)
      1    0.0%    0.0%  T v8::internal::DependentCode::UpdateToFinishedCode(v8::internal::DependentCode::DependencyGroup, v8::internal::Foreign*, v8::internal::WeakCell*)
      1    0.0%    0.0%  T v8::internal::DependentCode::Insert(v8::internal::Handle<v8::internal::DependentCode>, v8::internal::DependentCode::DependencyGroup, v8::internal::Handle<v8::internal::Object>)
      1    0.0%    0.0%  T v8::internal::DefaultDeserializerAllocator::AllocateRaw(v8::internal::AllocationSpace, int)
      1    0.0%    0.0%  T v8::internal::DeclarationScope::DeclareArguments(v8::internal::AstValueFactory*)
      1    0.0%    0.0%  T v8::internal::Code::CopyFromNoFlush(v8::internal::CodeDesc const&)
      1    0.0%    0.0%  T v8::internal::CanonicalHandleScope::Lookup(v8::internal::Object*)
      1    0.0%    0.0%  T v8::internal::Builtin_NumberPrototypeToString(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Accessors::ReconfigureToDataProperty(v8::Local<v8::Name>, v8::Local<v8::Value>, v8::PropertyCallbackInfo<v8::Boolean> const&)
      1    0.0%    0.0%  T v8::base::Mutex::Lock()
      1    0.0%    0.0%  T v8::Value::ToString(v8::Local<v8::Context>) const
      1    0.0%    0.0%  T v8::String::Write(unsigned short*, int, int, int) const
      1    0.0%    0.0%  T v8::String::Value::Value(v8::Isolate*, v8::Local<v8::Value>)
      1    0.0%    0.0%  T v8::HandleScope::Initialize(v8::Isolate*)
      1    0.0%    0.0%  T std::__1::ios_base::Init::Init()
      1    0.0%    0.0%  T std::__1::basic_ostream<wchar_t, std::__1::char_traits<wchar_t> >::sentry::~sentry()
      1    0.0%    0.0%  T std::__1::basic_ostream<char, std::__1::char_traits<char> >::operator<<(float)
      1    0.0%    0.0%  T std::__1::basic_istream<wchar_t, std::__1::char_traits<wchar_t> >::get(wchar_t*, long, wchar_t)
      1    0.0%    0.0%  T node::TTYWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  T node::StringBytes::Write(v8::Isolate*, char*, unsigned long, v8::Local<v8::Value>, node::encoding, int*)
      1    0.0%    0.0%  T node::SetupPromises(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  T node::BackgroundTaskRunner::PostTask(std::__1::unique_ptr<v8::Task, std::__1::default_delete<v8::Task> >)
      1    0.0%    0.0%  T _getsourcefilter
      1    0.0%    0.0%  T _freopen
      1    0.0%    0.0%  T _EVP_MD_CTX_reset

 [Summary]:
   ticks  total  nonlib   name
   3744   36.7%   38.2%  JavaScript
   5970   58.6%   60.9%  C++
   1426   14.0%   14.6%  GC
    400    3.9%          Shared libraries
     81    0.8%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
   3367   69.4%   33.0%  T v8::internal::Builtin_ArrayBufferConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
    259    5.3%    2.5%  T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
    251    5.2%    2.5%  T v8::ArrayBuffer::GetContents()
    220    4.5%    2.2%  t node::Buffer::(anonymous namespace)::Copy(v8::FunctionCallbackInfo<v8::Value> const&)
     95    2.0%    0.9%  T v8::internal::JSTypedArray::GetBuffer()
     84    1.7%    0.8%  T v8::internal::Runtime_CompileOptimized_Concurrent(int, v8::internal::Object**, v8::internal::Isolate*)
     70    1.4%    0.7%  T v8::Value::IsArrayBufferView() const
     57    1.2%    0.6%  T v8::Value::IntegerValue(v8::Local<v8::Context>) const
     46    0.9%    0.5%  T v8::ArrayBufferView::ByteLength()
     43    0.9%    0.4%  T v8::ArrayBufferView::ByteOffset()
     39    0.8%    0.4%  T v8::internal::Map::FindRootMap() const
     36    0.7%    0.4%  T v8::ArrayBufferView::Buffer()
     35    0.7%    0.3%  T v8::internal::Builtin_TypedArrayPrototypeBuffer(int, v8::internal::Object**, v8::internal::Isolate*)
     27    0.6%    0.3%  T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
     17    0.4%    0.2%  T v8::internal::Builtin_NumberPrototypeToString(int, v8::internal::Object**, v8::internal::Isolate*)
     16    0.3%    0.2%  T v8::internal::Runtime_StackGuard(int, v8::internal::Object**, v8::internal::Isolate*)
     13    0.3%    0.1%  T v8::External::Value() const
     12    0.2%    0.1%  T v8::Value::IsExternal() const
     12    0.2%    0.1%  T node::StringBytes::Encode(v8::Isolate*, char const*, unsigned long, node::encoding, v8::Local<v8::Value>*)
     11    0.2%    0.1%  T v8::internal::Builtin_ErrorConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
     10    0.2%    0.1%  t _tiny_malloc_should_clear
      9    0.2%    0.1%  t __malloc_initialize
      8    0.2%    0.1%  T v8::internal::IncrementalMarking::WhiteToGreyAndPush(v8::internal::HeapObject*)
      6    0.1%    0.1%  t sha256_block_data_order_avx2
      6    0.1%    0.1%  T v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      6    0.1%    0.1%  T v8::internal::Runtime_InterpreterDeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      6    0.1%    0.1%  T v8::internal::Runtime_DefineDataPropertyInLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      6    0.1%    0.1%  T v8::internal::Runtime_AllocateInNewSpace(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.1%    0.0%  t _szone_malloc_should_clear
      5    0.1%    0.0%  T v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.1%    0.0%  T v8::String::NewFromOneByte(v8::Isolate*, unsigned char const*, v8::NewStringType, int)
      3    0.1%    0.0%  t void v8::internal::String::WriteToFlat<unsigned short>(v8::internal::String*, unsigned short*, int, int)
      2    0.0%    0.0%  t void node::Buffer::(anonymous namespace)::StringSlice<(node::encoding)5>(v8::FunctionCallbackInfo<v8::Value> const&)
      2    0.0%    0.0%  t v8::internal::Heap::AllocateRaw(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
      2    0.0%    0.0%  t char* node::UncheckedRealloc<char>(char*, unsigned long)
      2    0.0%    0.0%  t _small_malloc_from_free_list
      2    0.0%    0.0%  t _free_small
      2    0.0%    0.0%  T v8::internal::Runtime_StringSubstring(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  T v8::internal::Runtime_StringParseInt(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  T v8::internal::Runtime_StringCharCodeAt(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  T v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  T v8::internal::Runtime_Interrupt(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  T v8::internal::Runtime_GetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  T v8::internal::JSObject::MigrateToMap(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>, int)
      2    0.0%    0.0%  T v8::Uint8Array::New(v8::Local<v8::ArrayBuffer>, unsigned long, unsigned long)
      2    0.0%    0.0%  T v8::String::WriteUtf8(v8::Isolate*, char*, int, int*, int) const
      2    0.0%    0.0%  T v8::Object::SetPrototype(v8::Local<v8::Context>, v8::Local<v8::Value>)
      2    0.0%    0.0%  T v8::HandleScope::~HandleScope()
      2    0.0%    0.0%  T v8::HandleScope::HandleScope(v8::Isolate*)
      1    0.0%    0.0%  t void node::Buffer::(anonymous namespace)::StringWrite<(node::encoding)5>(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  t v8::internal::PrototypeIterator::Advance()
      1    0.0%    0.0%  t v8::internal::ConsString* v8::internal::String::VisitFlat<v8::Utf8WriterVisitor>(v8::Utf8WriterVisitor*, v8::internal::String*, int)
      1    0.0%    0.0%  t std::__1::__hash_table<std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long>, std::__1::__unordered_map_hasher<v8::internal::JSArrayBuffer*, std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long>, v8::internal::LocalArrayBufferTracker::Hasher, true>, std::__1::__unordered_map_equal<v8::internal::JSArrayBuffer*, std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long>, std::__1::equal_to<v8::internal::JSArrayBuffer*>, true>, std::__1::allocator<std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long> > >::__node_insert_unique(std::__1::__hash_node<std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long>, void*>*)
      1    0.0%    0.0%  t node::(anonymous namespace)::ExternString<v8::String::ExternalOneByteStringResource, char>::New(v8::Isolate*, char*, unsigned long, v8::Local<v8::Value>*)
      1    0.0%    0.0%  T v8::internal::TransitionsAccessor::Initialize()
      1    0.0%    0.0%  T v8::internal::ThreadId::GetCurrentThreadId()
      1    0.0%    0.0%  T v8::internal::StringTable::LookupStringIfExists_NoAllocate(v8::internal::String*)
      1    0.0%    0.0%  T v8::internal::Runtime_StringSplit(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Runtime_SetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Runtime_RegExpExec(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Runtime_ObjectValues(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Runtime_KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Runtime_DeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Logger::ApiEntryCall(char const*)
      1    0.0%    0.0%  T v8::internal::JSReceiver::SetPrototype(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Object>, bool, v8::internal::ShouldThrow)
      1    0.0%    0.0%  T v8::internal::IncrementalMarking::RecordWriteSlow(v8::internal::HeapObject*, v8::internal::HeapObjectReference**, v8::internal::Object*)
      1    0.0%    0.0%  T v8::internal::Heap::NotifyObjectLayoutChange(v8::internal::HeapObject*, int, v8::internal::PerThreadAssertScopeDebugOnly<(v8::internal::PerThreadAssertType)0, false> const&)
      1    0.0%    0.0%  T v8::internal::Heap::AllocateRawWithRetryOrFail(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
      1    0.0%    0.0%  T v8::internal::Heap::AllocateRawWithLigthRetry(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
      1    0.0%    0.0%  T v8::internal::Factory::NewRawOneByteString(int, v8::internal::PretenureFlag)
      1    0.0%    0.0%  T v8::internal::Factory::InitializeJSObjectBody(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>, int)
      1    0.0%    0.0%  T v8::internal::Deoptimizer::New(v8::internal::JSFunction*, v8::internal::Deoptimizer::BailoutType, unsigned int, unsigned long, int, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::internal::Builtin_ObjectDefineProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  T v8::Value::ToString(v8::Local<v8::Context>) const
      1    0.0%    0.0%  T v8::String::Write(unsigned short*, int, int, int) const
      1    0.0%    0.0%  T v8::String::Value::Value(v8::Isolate*, v8::Local<v8::Value>)
      1    0.0%    0.0%  T v8::HandleScope::Initialize(v8::Isolate*)
      1    0.0%    0.0%  T node::crypto::Hash::HashDigest(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  T node::StringBytes::Write(v8::Isolate*, char*, unsigned long, v8::Local<v8::Value>, node::encoding, int*)
      1    0.0%    0.0%  T _malloc_set_zone_name
      1    0.0%    0.0%  T __kernelrpc_vm_remap
      1    0.0%    0.0%  T ___pthread_init

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
    896    8.8%  t __malloc_initialize
    869   97.0%    T v8::internal::Builtin_ArrayBufferConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
    125   14.4%      LazyCompile: *BufferWriter.writeReverse /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:33:48
    111   88.8%        LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
    111  100.0%          Builtin: ArrayForEach
    111  100.0%            LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     14   11.2%        LazyCompile: *GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
     14  100.0%          LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
     14  100.0%            LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
    116   13.3%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
    116  100.0%        Builtin: ArrayForEach
    116  100.0%          LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
    116  100.0%            LazyCompile: ~Transaction.toBufferWriter /Users/ryan/dev/bsv/lib/transaction/transaction.js:271:49
    109   12.5%      LazyCompile: *BufferReader.readReverse /Users/ryan/dev/bsv/lib/encoding/bufferreader.js:192:47
    109  100.0%        LazyCompile: *Transaction.fromBufferReader /Users/ryan/dev/bsv/lib/transaction/transaction.js:290:51
    109  100.0%          LazyCompile: ~Transaction.fromBuffer /Users/ryan/dev/bsv/lib/transaction/transaction.js:285:45
    109  100.0%            LazyCompile: ~Transaction /Users/ryan/dev/bsv/lib/transaction/transaction.js:36:22
    104   12.0%      LazyCompile: *BufferWriter.writeUInt32LE /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:75:49
    101   97.1%        LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
    101  100.0%          Builtin: ArrayForEach
    101  100.0%            LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
    101   11.6%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/sighash.js:34:32
    101  100.0%        Builtin: ArrayForEach
    101  100.0%          LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
    101  100.0%            LazyCompile: ~GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
     96   11.0%      LazyCompile: *BufferWriter.varintBufNum /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:106:38
     96  100.0%        LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     96  100.0%          Builtin: ArrayForEach
     96  100.0%            LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     92   10.6%      LazyCompile: *reverse /Users/ryan/dev/bsv/lib/util/buffer.js:154:29
     92  100.0%        LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/sighash.js:34:32
     92  100.0%          Builtin: ArrayForEach
     92  100.0%            LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     84    9.7%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/sighash.js:47:32
     84  100.0%        Builtin: ArrayForEach
     84  100.0%          LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     84  100.0%            LazyCompile: ~GetSequenceHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:44:28
     37    4.3%      LazyCompile: *alloc buffer.js:277:30
     21   56.8%        LazyCompile: *GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
     21  100.0%          LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
     21  100.0%            LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
     13   35.1%        LazyCompile: *GetSequenceHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:44:28
     13  100.0%          LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
     13  100.0%            LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
      2    5.4%        LazyCompile: *Hash.hmac /Users/ryan/dev/bsv/lib/crypto/hash.node.js:118:22
      2  100.0%          LazyCompile: ~Hash.sha256hmac /Users/ryan/dev/bsv/lib/crypto/hash.node.js:159:28
      2  100.0%            LazyCompile: ~ECDSA.deterministicK /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:75:43
      1    2.7%        LazyCompile: ~BufferWriter.writeUInt32LE /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:75:49
      1  100.0%          LazyCompile: ~Input.toBufferWriter /Users/ryan/dev/bsv/lib/transaction/input/input.js:104:43
      1  100.0%            LazyCompile: ~<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32

    458    4.5%  T v8::internal::ArrayBufferTracker::ProcessBuffers(v8::internal::Page*, v8::internal::ArrayBufferTracker::ProcessingMode)

    424    4.2%  LazyCompile: *comb10MulTo /Users/ryan/dev/bsv/node_modules/bn.js/lib/bn.js:1036:42
    241   56.8%    LazyCompile: *mulTo /Users/ryan/dev/bsv/node_modules/bn.js/lib/bn.js:1660:39
    233   96.7%      LazyCompile: *redMul /Users/ryan/dev/bsv/node_modules/bn.js/lib/bn.js:2880:41
    121   51.9%        LazyCompile: *_wnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:125:55
     96   79.3%          LazyCompile: ~_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
     96  100.0%            LazyCompile: ~mulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:434:41
     25   20.7%          LazyCompile: *_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
     25  100.0%            LazyCompile: ~mulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:434:41
     37   15.9%        LazyCompile: *add /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:532:36
     23   62.2%          LazyCompile: *_wnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:125:55
     18   78.3%            LazyCompile: ~_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
      5   21.7%            LazyCompile: *_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
     14   37.8%          LazyCompile: *_fixedNafMul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:51:57
     14  100.0%            LazyCompile: ~mul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:423:35
     28   12.0%        LazyCompile: *mixedAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:569:46
     27   96.4%          LazyCompile: *_fixedNafMul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:51:57
     27  100.0%            LazyCompile: ~mul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:423:35
      1    3.6%          LazyCompile: ~_wnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:125:55
      1  100.0%            LazyCompile: ~_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
     26   11.2%        LazyCompile: *_fixedNafMul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:51:57
     26  100.0%          LazyCompile: ~mul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:423:35
     26  100.0%            LazyCompile: ~ECDSA._findSignature /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:200:43
     18    7.7%        LazyCompile: *_zeroDbl /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:667:46
     17   94.4%          LazyCompile: *dblp /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:605:38
     17  100.0%            LazyCompile: *_wnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:125:55
      1    5.6%          LazyCompile: *dbl /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:655:36
      1  100.0%            LazyCompile: ~dblp /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:605:38
      8    3.3%      LazyCompile: *mul /Users/ryan/dev/bsv/node_modules/bn.js/lib/bn.js:3209:36
      8  100.0%        LazyCompile: *_wnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:125:55
      6   75.0%          LazyCompile: ~_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
      6  100.0%            LazyCompile: ~mulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:434:41
      2   25.0%          LazyCompile: *_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
      2  100.0%            LazyCompile: ~mulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:434:41
    183   43.2%    LazyCompile: *mul /Users/ryan/dev/bsv/node_modules/bn.js/lib/bn.js:1873:35
    155   84.7%      LazyCompile: *redSqr /Users/ryan/dev/bsv/node_modules/bn.js/lib/bn.js:2892:41
     86   55.5%        LazyCompile: *_zeroDbl /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:667:46
     83   96.5%          LazyCompile: *dblp /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:605:38
     83  100.0%            LazyCompile: *_wnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:125:55
      3    3.5%          LazyCompile: ~dbl /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:655:36
      3  100.0%            LazyCompile: ~dblp /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:605:38
     37   23.9%        LazyCompile: *_wnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:125:55
     30   81.1%          LazyCompile: ~_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
     30  100.0%            LazyCompile: ~mulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:434:41
      7   18.9%          LazyCompile: *_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
      7  100.0%            LazyCompile: ~mulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:434:41
     13    8.4%        LazyCompile: *mixedAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:569:46
     13  100.0%          LazyCompile: *_fixedNafMul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:51:57
     13  100.0%            LazyCompile: ~mul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:423:35
     10    6.5%        LazyCompile: *add /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:532:36
      6   60.0%          LazyCompile: *_wnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:125:55
      4   66.7%            LazyCompile: ~_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
      2   33.3%            LazyCompile: *_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
      4   40.0%          LazyCompile: *_fixedNafMul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:51:57
      4  100.0%            LazyCompile: ~mul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:423:35
      7    4.5%        LazyCompile: *_fixedNafMul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:51:57
      7  100.0%          LazyCompile: ~mul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:423:35
      7  100.0%            LazyCompile: ~ECDSA._findSignature /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:200:43
      2    1.3%        LazyCompile: ~_zeroDbl /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:667:46
      2  100.0%          LazyCompile: ~dbl /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:655:36
      2  100.0%            LazyCompile: ~dblp /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:605:38
     17    9.3%      LazyCompile: *_zeroDbl /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:667:46
     15   88.2%        LazyCompile: *dblp /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:605:38
     15  100.0%          LazyCompile: *_wnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:125:55
     12   80.0%            LazyCompile: ~_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
      3   20.0%            LazyCompile: *_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
      2   11.8%        LazyCompile: *dbl /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:655:36
      2  100.0%          LazyCompile: ~dblp /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:605:38
      2  100.0%            LazyCompile: *_wnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:125:55
      5    2.7%      LazyCompile: *mixedAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:569:46
      4   80.0%        LazyCompile: *_fixedNafMul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:51:57
      4  100.0%          LazyCompile: ~mul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:423:35
      4  100.0%            LazyCompile: ~ECDSA._findSignature /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:200:43
      1   20.0%        LazyCompile: ~_wnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:125:55
      1  100.0%          LazyCompile: ~_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
