Statistical profiling result from isolate-0x108000000-v8.log, (10195 ticks, 81 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%          LazyCompile: ~ECDSA.sign /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:224:33
      1  100.0%            LazyCompile: ~ECDSA.sign /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:277:23
      1    3.4%      LazyCompile: *Script.toBuffer /Users/ryan/dev/bsv/lib/script/script.js:110:38
      1  100.0%        LazyCompile: ~Script /Users/ryan/dev/bsv/lib/script/script.js:27:30
      1  100.0%          LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
      1  100.0%            LazyCompile: ~sign /Users/ryan/dev/bsv/lib/transaction/sighash.js:236:15
      5    2.3%    LazyCompile: *GetSequenceHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:44:28
      5  100.0%      LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
      5  100.0%        LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
      5  100.0%          LazyCompile: ~verify /Users/ryan/dev/bsv/lib/transaction/sighash.js:258:17
      5  100.0%            LazyCompile: ~Input.isValidSignature /Users/ryan/dev/bsv/lib/transaction/input/input.js:178:45
      5    2.3%    LazyCompile: *GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
      5  100.0%      LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
      5  100.0%        LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
      5  100.0%          LazyCompile: ~verify /Users/ryan/dev/bsv/lib/transaction/sighash.js:258:17
      5  100.0%            LazyCompile: ~Input.isValidSignature /Users/ryan/dev/bsv/lib/transaction/input/input.js:178:45

    183    1.8%  T _mmap
    153   83.6%    T v8::internal::Builtin_ArrayBufferConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
     25   16.3%      LazyCompile: *BufferReader.readReverse /Users/ryan/dev/bsv/lib/encoding/bufferreader.js:192:47
     25  100.0%        LazyCompile: *Transaction.fromBufferReader /Users/ryan/dev/bsv/lib/transaction/transaction.js:290:51
     25  100.0%          LazyCompile: ~Transaction.fromBuffer /Users/ryan/dev/bsv/lib/transaction/transaction.js:285:45
     25  100.0%            LazyCompile: ~Transaction /Users/ryan/dev/bsv/lib/transaction/transaction.js:36:22
     23   15.0%      LazyCompile: *BufferWriter.writeReverse /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:33:48
     23  100.0%        LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     23  100.0%          Builtin: ArrayForEach
     23  100.0%            LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     22   14.4%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/sighash.js:47:32
     22  100.0%        Builtin: ArrayForEach
     22  100.0%          LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     22  100.0%            LazyCompile: ~GetSequenceHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:44:28
     18   11.8%      LazyCompile: *BufferWriter.varintBufNum /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:106:38
     18  100.0%        LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     18  100.0%          Builtin: ArrayForEach
     18  100.0%            LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     17   11.1%      LazyCompile: *reverse /Users/ryan/dev/bsv/lib/util/buffer.js:154:29
     17  100.0%        LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/sighash.js:34:32
     17  100.0%          Builtin: ArrayForEach
     17  100.0%            LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     16   10.5%      LazyCompile: *BufferWriter.writeUInt32LE /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:75:49
     16  100.0%        LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     16  100.0%          Builtin: ArrayForEach
     16  100.0%            LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     16   10.5%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     16  100.0%        Builtin: ArrayForEach
     16  100.0%          LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     16  100.0%            LazyCompile: ~Transaction.toBufferWriter /Users/ryan/dev/bsv/lib/transaction/transaction.js:271:49
     11    7.2%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/sighash.js:34:32
     11  100.0%        Builtin: ArrayForEach
     11  100.0%          LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     11  100.0%            LazyCompile: ~GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
      5    3.3%      LazyCompile: *alloc buffer.js:277:30
      3   60.0%        LazyCompile: *GetSequenceHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:44:28
      3  100.0%          LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
      3  100.0%            LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
      2   40.0%        LazyCompile: *GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
      2  100.0%          LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
      2  100.0%            LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
      3    1.6%    T v8::internal::Builtin_NumberPrototypeToString(int, v8::internal::Object**, v8::internal::Isolate*)
      3  100.0%      LazyCompile: *toString /Users/ryan/dev/bsv/node_modules/bn.js/lib/bn.js:429:45
      2   66.7%        LazyCompile: ~BN.toBuffer /Users/ryan/dev/bsv/lib/crypto/bn.js:105:34
      2  100.0%          LazyCompile: ~Signature.toBuffer.Signature.toDER /Users/ryan/dev/bsv/lib/crypto/signature.js:166:69
      2  100.0%            LazyCompile: ~PublicKeyHashInput.addSignature /Users/ryan/dev/bsv/lib/transaction/input/publickeyhash.js:62:54
      1   33.3%        LazyCompile: *BN.toBuffer /Users/ryan/dev/bsv/lib/crypto/bn.js:105:34
      1  100.0%          LazyCompile: ~Signature.toBuffer.Signature.toDER /Users/ryan/dev/bsv/lib/crypto/signature.js:166:69
      1  100.0%            LazyCompile: ~PublicKeyHashInput.addSignature /Users/ryan/dev/bsv/lib/transaction/input/publickeyhash.js:62:54

    169    1.7%  Builtin: CreateTypedArray
     46   27.2%    LazyCompile: *BufferReader.readReverse /Users/ryan/dev/bsv/lib/encoding/bufferreader.js:192:47
     46  100.0%      LazyCompile: *Transaction.fromBufferReader /Users/ryan/dev/bsv/lib/transaction/transaction.js:290:51
     46  100.0%        LazyCompile: ~Transaction.fromBuffer /Users/ryan/dev/bsv/lib/transaction/transaction.js:285:45
     46  100.0%          LazyCompile: ~Transaction /Users/ryan/dev/bsv/lib/transaction/transaction.js:36:22
     46  100.0%            LazyCompile: ~Transaction.shallowCopy /Users/ryan/dev/bsv/lib/transaction/transaction.js:96:36
     24   14.2%    LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/sighash.js:34:32
     24  100.0%      Builtin: ArrayForEach
     24  100.0%        LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     24  100.0%          LazyCompile: ~GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
     13   54.2%            LazyCompile: ~sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
     11   45.8%            LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
     18   10.7%    LazyCompile: *Transaction.fromBufferReader /Users/ryan/dev/bsv/lib/transaction/transaction.js:290:51
     18  100.0%      LazyCompile: ~Transaction.fromBuffer /Users/ryan/dev/bsv/lib/transaction/transaction.js:285:45
     18  100.0%        LazyCompile: ~Transaction /Users/ryan/dev/bsv/lib/transaction/transaction.js:36:22
     18  100.0%          LazyCompile: ~Transaction.shallowCopy /Users/ryan/dev/bsv/lib/transaction/transaction.js:96:36
     18  100.0%            LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
     14    8.3%    LazyCompile: *BufferWriter.writeUInt32LE /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:75:49
     14  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     14  100.0%        Builtin: ArrayForEach
     14  100.0%          LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     14  100.0%            LazyCompile: ~Transaction.toBufferWriter /Users/ryan/dev/bsv/lib/transaction/transaction.js:271:49
     13    7.7%    LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     13  100.0%      Builtin: ArrayForEach
     13  100.0%        LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     13  100.0%          LazyCompile: ~Transaction.toBufferWriter /Users/ryan/dev/bsv/lib/transaction/transaction.js:271:49
     13  100.0%            LazyCompile: ~Transaction.toBuffer /Users/ryan/dev/bsv/lib/transaction/transaction.js:266:43
     12    7.1%    LazyCompile: *BufferWriter.writeReverse /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:33:48
     11   91.7%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     11  100.0%        Builtin: ArrayForEach
     11  100.0%          LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     11  100.0%            LazyCompile: ~Transaction.toBufferWriter /Users/ryan/dev/bsv/lib/transaction/transaction.js:271:49
      1    8.3%      LazyCompile: *GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
      1  100.0%        LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
      1  100.0%          LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
      1  100.0%            LazyCompile: ~verify /Users/ryan/dev/bsv/lib/transaction/sighash.js:258:17
     12    7.1%    LazyCompile: *BufferWriter.varintBufNum /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:106:38
     12  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     12  100.0%        Builtin: ArrayForEach
     12  100.0%          LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     12  100.0%            LazyCompile: ~Transaction.toBufferWriter /Users/ryan/dev/bsv/lib/transaction/transaction.js:271:49
     11    6.5%    LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/sighash.js:47:32
     11  100.0%      Builtin: ArrayForEach
     11  100.0%        LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     11  100.0%          LazyCompile: ~GetSequenceHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:44:28
      6   54.5%            LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
      5   45.5%            LazyCompile: ~sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
     10    5.9%    LazyCompile: *reverse /Users/ryan/dev/bsv/lib/util/buffer.js:154:29
     10  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/sighash.js:34:32
     10  100.0%        Builtin: ArrayForEach
     10  100.0%          LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     10  100.0%            LazyCompile: ~GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
      5    3.0%    LazyCompile: *alloc buffer.js:277:30
      3   60.0%      LazyCompile: *GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
      3  100.0%        LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
      3  100.0%          LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
      3  100.0%            LazyCompile: ~verify /Users/ryan/dev/bsv/lib/transaction/sighash.js:258:17
      1   20.0%      LazyCompile: ~BufferWriter.writeInt32LE /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:68:48
      1  100.0%        LazyCompile: ~sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
      1  100.0%          LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
      1  100.0%            LazyCompile: ~sign /Users/ryan/dev/bsv/lib/transaction/sighash.js:236:15
      1   20.0%      LazyCompile: *GetSequenceHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:44:28
      1  100.0%        LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
      1  100.0%          LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
      1  100.0%            LazyCompile: ~verify /Users/ryan/dev/bsv/lib/transaction/sighash.js:258:17

    163    1.6%  LazyCompile: *BufferWriter.writeReverse /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:33:48
    153   93.9%    LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
    153  100.0%      Builtin: ArrayForEach
    153  100.0%        LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
    153  100.0%          LazyCompile: ~Transaction.toBufferWriter /Users/ryan/dev/bsv/lib/transaction/transaction.js:271:49
    153  100.0%            LazyCompile: ~Transaction.toBuffer /Users/ryan/dev/bsv/lib/transaction/transaction.js:266:43
      8    4.9%    LazyCompile: *GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
      8  100.0%      LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
      8  100.0%        LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
      8  100.0%          LazyCompile: ~verify /Users/ryan/dev/bsv/lib/transaction/sighash.js:258:17
      8  100.0%            LazyCompile: ~Input.isValidSignature /Users/ryan/dev/bsv/lib/transaction/input/input.js:178:45

    160    1.6%  t v8::internal::ArrayBufferTracker::RegisterNew(v8::internal::Heap*, v8::internal::JSArrayBuffer*)
    160  100.0%    T v8::internal::Builtin_ArrayBufferConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
     26   16.3%      LazyCompile: *BufferReader.readReverse /Users/ryan/dev/bsv/lib/encoding/bufferreader.js:192:47
     26  100.0%        LazyCompile: *Transaction.fromBufferReader /Users/ryan/dev/bsv/lib/transaction/transaction.js:290:51
     26  100.0%          LazyCompile: ~Transaction.fromBuffer /Users/ryan/dev/bsv/lib/transaction/transaction.js:285:45
     26  100.0%            LazyCompile: ~Transaction /Users/ryan/dev/bsv/lib/transaction/transaction.js:36:22
     25   15.6%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     25  100.0%        Builtin: ArrayForEach
     25  100.0%          LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     25  100.0%            LazyCompile: ~Transaction.toBufferWriter /Users/ryan/dev/bsv/lib/transaction/transaction.js:271:49
     24   15.0%      LazyCompile: *BufferWriter.varintBufNum /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:106:38
     24  100.0%        LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     24  100.0%          Builtin: ArrayForEach
     24  100.0%            LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     22   13.8%      LazyCompile: *BufferWriter.writeUInt32LE /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:75:49
     21   95.5%        LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     21  100.0%          Builtin: ArrayForEach
     21  100.0%            LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
      1    4.5%        LazyCompile: ~Input.toBufferWriter /Users/ryan/dev/bsv/lib/transaction/input/input.js:104:43
      1  100.0%          LazyCompile: ~<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
      1  100.0%            Builtin: ArrayForEach
     20   12.5%      LazyCompile: *BufferWriter.writeReverse /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:33:48
     18   90.0%        LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     18  100.0%          Builtin: ArrayForEach
     18  100.0%            LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
      2   10.0%        LazyCompile: *GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
      2  100.0%          LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
      2  100.0%            LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
     15    9.4%      LazyCompile: *reverse /Users/ryan/dev/bsv/lib/util/buffer.js:154:29
     15  100.0%        LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/sighash.js:34:32
     15  100.0%          Builtin: ArrayForEach
     15  100.0%            LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     12    7.5%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/sighash.js:47:32
     12  100.0%        Builtin: ArrayForEach
     12  100.0%          LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     12  100.0%            LazyCompile: ~GetSequenceHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:44:28
     10    6.3%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/sighash.js:34:32
     10  100.0%        Builtin: ArrayForEach
     10  100.0%          LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     10  100.0%            LazyCompile: ~GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
      4    2.5%      LazyCompile: *alloc buffer.js:277:30
      2   50.0%        LazyCompile: *GetSequenceHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:44:28
      2  100.0%          LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
      2  100.0%            LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
      2   50.0%        LazyCompile: *GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
      2  100.0%          LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
      2  100.0%            LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32

    158    1.5%  T v8::internal::JSArrayBuffer::Setup(v8::internal::Handle<v8::internal::JSArrayBuffer>, v8::internal::Isolate*, bool, void*, unsigned long, v8::internal::SharedFlag, bool)
    158  100.0%    T v8::internal::Builtin_ArrayBufferConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
     27   17.1%      LazyCompile: *BufferWriter.writeReverse /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:33:48
     24   88.9%        LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     24  100.0%          Builtin: ArrayForEach
     24  100.0%            LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
      3   11.1%        LazyCompile: *GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
      3  100.0%          LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
      3  100.0%            LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
     25   15.8%      LazyCompile: *BufferReader.readReverse /Users/ryan/dev/bsv/lib/encoding/bufferreader.js:192:47
     25  100.0%        LazyCompile: *Transaction.fromBufferReader /Users/ryan/dev/bsv/lib/transaction/transaction.js:290:51
     25  100.0%          LazyCompile: ~Transaction.fromBuffer /Users/ryan/dev/bsv/lib/transaction/transaction.js:285:45
     25  100.0%            LazyCompile: ~Transaction /Users/ryan/dev/bsv/lib/transaction/transaction.js:36:22
     21   13.3%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     21  100.0%        Builtin: ArrayForEach
     21  100.0%          LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     21  100.0%            LazyCompile: ~Transaction.toBufferWriter /Users/ryan/dev/bsv/lib/transaction/transaction.js:271:49
     20   12.7%      LazyCompile: *BufferWriter.varintBufNum /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:106:38
     20  100.0%        LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     20  100.0%          Builtin: ArrayForEach
     20  100.0%            LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     20   12.7%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/sighash.js:34:32
     20  100.0%        Builtin: ArrayForEach
     20  100.0%          LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     20  100.0%            LazyCompile: ~GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
     15    9.5%      LazyCompile: *BufferWriter.writeUInt32LE /Users/ryan/dev/bsv/lib/encoding/bufferwriter.js:75:49
     15  100.0%        LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:274:32
     15  100.0%          Builtin: ArrayForEach
     15  100.0%            LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     13    8.2%      LazyCompile: *reverse /Users/ryan/dev/bsv/lib/util/buffer.js:154:29
     13  100.0%        LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/sighash.js:34:32
     13  100.0%          Builtin: ArrayForEach
     13  100.0%            LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     12    7.6%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/sighash.js:47:32
     12  100.0%        Builtin: ArrayForEach
     12  100.0%          LazyCompile: ~_.each /Users/ryan/dev/bsv/lib/util/_.js:18:10
     12  100.0%            LazyCompile: ~GetSequenceHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:44:28
      5    3.2%      LazyCompile: *alloc buffer.js:277:30
      3   60.0%        LazyCompile: *GetPrevoutHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:31:27
      3  100.0%          LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
      3  100.0%            LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32
      2   40.0%        LazyCompile: *GetSequenceHash /Users/ryan/dev/bsv/lib/transaction/sighash.js:44:28
      2  100.0%          LazyCompile: *sighashForForkId /Users/ryan/dev/bsv/lib/transaction/sighash.js:24:33
      2  100.0%            LazyCompile: ~sighash /Users/ryan/dev/bsv/lib/transaction/sighash.js:143:32

    146    1.4%  LazyCompile: *redMul /Users/ryan/dev/bsv/node_modules/bn.js/lib/bn.js:2880:41
     49   33.6%    LazyCompile: *_wnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:125:55
     41   83.7%      LazyCompile: ~_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
     41  100.0%        LazyCompile: ~mulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:434:41
     31   75.6%          LazyCompile: *ECDSA.verify /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:301:25
     31  100.0%            LazyCompile: ~verify /Users/ryan/dev/bsv/lib/transaction/sighash.js:258:17
     10   24.4%          LazyCompile: ~ECDSA.sigError /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:159:37
     10  100.0%            LazyCompile: ~ECDSA.verify /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:268:35
      8   16.3%      LazyCompile: *_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
      8  100.0%        LazyCompile: ~mulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:434:41
      8  100.0%          LazyCompile: *ECDSA.verify /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:301:25
      8  100.0%            LazyCompile: ~verify /Users/ryan/dev/bsv/lib/transaction/sighash.js:258:17
     28   19.2%    LazyCompile: *mixedAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:569:46
     24   85.7%      LazyCompile: *_fixedNafMul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:51:57
     24  100.0%        LazyCompile: ~mul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:423:35
     24  100.0%          LazyCompile: ~ECDSA._findSignature /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:200:43
     24  100.0%            LazyCompile: ~ECDSA.sign /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:224:33
      3   10.7%      LazyCompile: ~_wnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:125:55
      3  100.0%        LazyCompile: ~_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
      3  100.0%          LazyCompile: ~mulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:434:41
      3  100.0%            LazyCompile: ~ECDSA.sigError /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:159:37
      1    3.6%      LazyCompile: *_wnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:125:55
      1  100.0%        LazyCompile: ~_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
      1  100.0%          LazyCompile: ~mulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:434:41
      1  100.0%            LazyCompile: *ECDSA.verify /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:301:25
     28   19.2%    LazyCompile: *add /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:532:36
     17   60.7%      LazyCompile: *_wnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:125:55
     14   82.4%        LazyCompile: ~_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
     14  100.0%          LazyCompile: ~mulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:434:41
     11   78.6%            LazyCompile: *ECDSA.verify /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:301:25
      3   21.4%            LazyCompile: ~ECDSA.sigError /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:159:37
      3   17.6%        LazyCompile: *_endoWnafMulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:220:29
      3  100.0%          LazyCompile: ~mulAdd /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:434:41
      3  100.0%            LazyCompile: *ECDSA.verify /Users/ryan/dev/bsv/lib/crypto/ecdsa.js:301:25
     10   35.7%      LazyCompile: *_fixedNafMul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:51:57
