Statistical profiling result from isolate-0x108000000-v8.log, (1152 ticks, 17 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      6    0.8%    0.5%  T v8::External::Value() const
      6    0.8%    0.5%  T v8::ArrayBufferView::ByteOffset()
      6    0.8%    0.5%  T v8::ArrayBufferView::ByteLength()
      3    0.4%    0.3%  T v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.4%    0.3%  T v8::internal::Runtime_DeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.4%    0.3%  T v8::ArrayBufferView::Buffer()
      2    0.3%    0.2%  t _malloc_zone_register_while_locked
      2    0.3%    0.2%  t _free_small
      2    0.3%    0.2%  T v8::internal::StringTable::LookupStringIfExists_NoAllocate(v8::internal::String*)
      2    0.3%    0.2%  T v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.3%    0.2%  T v8::internal::Heap::AllocateRawWithLigthRetry(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
      1    0.1%    0.1%  t _small_size
      1    0.1%    0.1%  t _default_zone_malloc
      1    0.1%    0.1%  T v8::internal::Runtime_StringSplit(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Runtime_ObjectValues(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Runtime_KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Runtime_KeyedLoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Runtime_DefineDataPropertyInLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Runtime_DefineClass(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::internal::Runtime_CreateArrayLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.1%  T v8::Value::ToString(v8::Local<v8::Context>) const
      1    0.1%    0.1%  T _malloc_zone_malloc
      1    0.1%    0.1%  T _malloc_set_zone_name

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
    128   11.1%  T node::StringBytes::Encode(v8::Isolate*, char const*, unsigned long, node::encoding, v8::Local<v8::Value>*)
    128  100.0%    LazyCompile: *stringSlice buffer.js:589:21
    128  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
    128  100.0%        Builtin: ArraySome
    128  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
    128  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39

     93    8.1%  t _tiny_malloc_should_clear
     90   96.8%    LazyCompile: *stringSlice buffer.js:589:21
     90  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     90  100.0%        Builtin: ArraySome
     90  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     90  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39

     90    7.8%  t __malloc_initialize
     90  100.0%    LazyCompile: *stringSlice buffer.js:589:21
     89   98.9%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     89  100.0%        Builtin: ArraySome
     89  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     89  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
      1    1.1%      LazyCompile: *toString buffer.js:643:46
      1  100.0%        Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
      1  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:698:37

     56    4.9%  LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     56  100.0%    Builtin: ArraySome
     56  100.0%      LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     56  100.0%        LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
     56  100.0%          Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
     56  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37

     41    3.6%  T node::contextify::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
     41  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
     21   51.2%      LazyCompile: ~Script vm.js:43:14
     21  100.0%        LazyCompile: ~createScript vm.js:250:22
     21  100.0%          LazyCompile: ~runInThisContext vm.js:299:26
     21  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
     20   48.8%      LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
     20  100.0%        LazyCompile: ~NativeModule.require internal/bootstrap/loaders.js:148:34
      3   15.0%          Script: ~<anonymous> stream.js:1:11
      3  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      2   10.0%          Script: ~<anonymous> util.js:1:11
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      2   10.0%          Script: ~<anonymous> fs.js:1:11
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      2   10.0%          Script: ~<anonymous> crypto.js:1:11
      2  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      2   10.0%          LazyCompile: ~startup internal/bootstrap/node.js:30:19
      2  100.0%            Script: ~bootstrapNodeJSCore internal/bootstrap/node.js:15:30
      1    5.0%          Script: ~<anonymous> tty.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1    5.0%          Script: ~<anonymous> net.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1    5.0%          Script: ~<anonymous> internal/modules/cjs/loader.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1    5.0%          Script: ~<anonymous> internal/fs/streams.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1    5.0%          Script: ~<anonymous> internal/async_hooks.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1    5.0%          Script: ~<anonymous> assert.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1    5.0%          LazyCompile: ~setupProcessObject internal/bootstrap/node.js:331:30
      1  100.0%            LazyCompile: ~startup internal/bootstrap/node.js:30:19
      1    5.0%          LazyCompile: ~setupProcessFatal internal/bootstrap/node.js:477:29
      1  100.0%            LazyCompile: ~startup internal/bootstrap/node.js:30:19
      1    5.0%          LazyCompile: ~setupGlobalVariables internal/bootstrap/node.js:345:32
      1  100.0%            LazyCompile: ~startup internal/bootstrap/node.js:30:19

     34    3.0%  t void node::Buffer::(anonymous namespace)::StringSlice<(node::encoding)5>(v8::FunctionCallbackInfo<v8::Value> const&)
     33   97.1%    LazyCompile: *stringSlice buffer.js:589:21
     33  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     33  100.0%        Builtin: ArraySome
     33  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     33  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
      1    2.9%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~stringSlice buffer.js:589:21
      1  100.0%        LazyCompile: ~toString buffer.js:643:46
      1  100.0%          Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
      1  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37

     32    2.8%  T v8::internal::JSTypedArray::GetBuffer()
     32  100.0%    LazyCompile: *stringSlice buffer.js:589:21
     32  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     32  100.0%        Builtin: ArraySome
     32  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     32  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39

     30    2.6%  /usr/lib/system/libsystem_platform.dylib
     26   86.7%    LazyCompile: *stringSlice buffer.js:589:21
     26  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     26  100.0%        Builtin: ArraySome
     26  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     26  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
      1    3.3%    T v8::internal::Runtime_StackGuard(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~getDefaultEncoding internal/crypto/util.js:36:28
      1  100.0%        LazyCompile: ~update internal/crypto/hash.js:52:40
      1  100.0%          LazyCompile: ~Hash.sha256 /Users/ryan/dev/bsv/lib/crypto/hash.node.js:34:24
      1  100.0%            LazyCompile: ~Hash.sha256sha256 /Users/ryan/dev/bsv/lib/crypto/hash.node.js:52:30
      1    3.3%    T v8::internal::Builtin_ArrayBufferConstructor(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: *Script.toBuffer /Users/ryan/dev/bsv/lib/script/script.js:110:38
      1  100.0%        LazyCompile: ~Output.setScript /Users/ryan/dev/bsv/lib/transaction/output.js:134:39
      1  100.0%          LazyCompile: ~Output /Users/ryan/dev/bsv/lib/transaction/output.js:16:17
      1  100.0%            LazyCompile: ~Transaction._fromNonP2SH /Users/ryan/dev/bsv/lib/transaction/transaction.js:548:47

     29    2.5%  T v8::ArrayBuffer::GetContents()
     29  100.0%    LazyCompile: *stringSlice buffer.js:589:21
     29  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     29  100.0%        Builtin: ArraySome
     29  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     29  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39

     25    2.2%  /usr/lib/system/libsystem_malloc.dylib
     25  100.0%    LazyCompile: *stringSlice buffer.js:589:21
     25  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     25  100.0%        Builtin: ArraySome
     25  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     25  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39

     22    1.9%  T v8::internal::Map::FindRootMap() const
     22  100.0%    LazyCompile: *stringSlice buffer.js:589:21
     22  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     22  100.0%        Builtin: ArraySome
     22  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     22  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39

     22    1.9%  T v8::Value::IntegerValue(v8::Local<v8::Context>) const
     22  100.0%    LazyCompile: *stringSlice buffer.js:589:21
     22  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     22  100.0%        Builtin: ArraySome
     22  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     22  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39

     21    1.8%  t _szone_malloc_should_clear
     18   85.7%    LazyCompile: *stringSlice buffer.js:589:21
     18  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     18  100.0%        Builtin: ArraySome
     18  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     18  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39

     19    1.6%  T v8::internal::Factory::NewRawOneByteString(int, v8::internal::PretenureFlag)
     19  100.0%    LazyCompile: *stringSlice buffer.js:589:21
     19  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     19  100.0%        Builtin: ArraySome
     19  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     19  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39

     17    1.5%  UNKNOWN
      2   11.8%    T v8::internal::Builtin_ObjectDefineProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1   50.0%      LazyCompile: *UnspentOutput /Users/ryan/dev/bsv/lib/transaction/unspentoutput.js:26:24
      1  100.0%        LazyCompile: ~Transaction._fromNonP2SH /Users/ryan/dev/bsv/lib/transaction/transaction.js:548:47
      1  100.0%          LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
      1  100.0%            Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
      1   50.0%      LazyCompile: *Opcode /Users/ryan/dev/bsv/lib/opcode.js:8:17
      1  100.0%        LazyCompile: *Script.toString /Users/ryan/dev/bsv/lib/script/script.js:305:38
      1  100.0%          Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
      1  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      1    5.9%    T v8::internal::Runtime_DefineDataPropertyInLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~Hash internal/crypto/hash.js:29:14
      1  100.0%        LazyCompile: ~createHash crypto.js:100:20
      1  100.0%          LazyCompile: ~Hash.sha256 /Users/ryan/dev/bsv/lib/crypto/hash.node.js:34:24
      1  100.0%            LazyCompile: ~Hash.sha256sha256 /Users/ryan/dev/bsv/lib/crypto/hash.node.js:52:30

     17    1.5%  Builtin: ArraySome
     17  100.0%    LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     17  100.0%      LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
     17  100.0%        Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
     17  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
     17  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:698:37

     16    1.4%  Builtin: CallFunction_ReceiverIsAny
     12   75.0%    LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     12  100.0%      LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
     12  100.0%        Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
     12  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
     12  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:698:37
      1    6.3%    LazyCompile: ~set /Users/ryan/dev/bsv/lib/transaction/output.js:57:17
      1  100.0%      LazyCompile: ~Output /Users/ryan/dev/bsv/lib/transaction/output.js:16:17
      1  100.0%        LazyCompile: ~Transaction._fromNonP2SH /Users/ryan/dev/bsv/lib/transaction/transaction.js:548:47
      1  100.0%          LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
      1  100.0%            Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
      1    6.3%    LazyCompile: ~_.isArray.t /Users/ryan/dev/bsv/lib/util/_.js:5:13
      1  100.0%      LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
      1  100.0%        Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
      1  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:698:37
      1    6.3%    LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
      1  100.0%      Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
      1  100.0%        LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      1  100.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:698:37
      1  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:590:33
      1    6.3%    LazyCompile: ~Transaction._fromNonP2SH /Users/ryan/dev/bsv/lib/transaction/transaction.js:548:47
      1  100.0%      LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
      1  100.0%        Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
      1  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:698:37

     15    1.3%  LazyCompile: *stringSlice buffer.js:589:21
     14   93.3%    LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     14  100.0%      Builtin: ArraySome
     14  100.0%        LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     14  100.0%          LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
     14  100.0%            Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
      1    6.7%    LazyCompile: *toString buffer.js:643:46
      1  100.0%      LazyCompile: ~Script._chunkToString /Users/ryan/dev/bsv/lib/script/script.js:244:44
      1  100.0%        LazyCompile: ~Script.toString /Users/ryan/dev/bsv/lib/script/script.js:305:38
      1  100.0%          Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
      1  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37

     15    1.3%  Builtin: ArgumentsAdaptorTrampoline
     10   66.7%    Builtin: ArraySome
     10  100.0%      LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     10  100.0%        LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
     10  100.0%          Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
     10  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      3   20.0%    LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
      3  100.0%      LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
      3  100.0%        Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
      3  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      3  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:698:37
      1    6.7%    LazyCompile: ~randomBytes internal/crypto/random.js:45:21
      1  100.0%      LazyCompile: ~Random.getRandomBufferNode /Users/ryan/dev/bsv/lib/crypto/random.js:11:39
      1  100.0%        LazyCompile: ~Random.getRandomBuffer /Users/ryan/dev/bsv/lib/crypto/random.js:7:35
      1  100.0%          Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
      1  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      1    6.7%    LazyCompile: ~Random.getRandomBuffer /Users/ryan/dev/bsv/lib/crypto/random.js:7:35
      1  100.0%      Script: ~<anonymous> /Users/ryan/dev/bsv/test.js:1:11
      1  100.0%        LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      1  100.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:698:37
      1  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:590:33

     13    1.1%  t v8::internal::Heap::AllocateRaw(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
     12   92.3%    LazyCompile: *stringSlice buffer.js:589:21
     12  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     12  100.0%        Builtin: ArraySome
     12  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     12  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
      1    7.7%    T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~Duplex _stream_duplex.js:47:16
      1  100.0%        LazyCompile: ~Socket net.js:226:16
      1  100.0%          LazyCompile: ~WriteStream tty.js:75:21
      1  100.0%            LazyCompile: ~createWritableStdioStream internal/process/stdio.js:158:35

     13    1.1%  t char* node::UncheckedRealloc<char>(char*, unsigned long)
     13  100.0%    LazyCompile: *stringSlice buffer.js:589:21
     12   92.3%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     12  100.0%        Builtin: ArraySome
     12  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     12  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
      1    7.7%      LazyCompile: *toString buffer.js:643:46
      1  100.0%        LazyCompile: ~Base58Check.decode /Users/ryan/dev/bsv/lib/encoding/base58check.js:45:31
      1  100.0%          LazyCompile: ~Address._transformString /Users/ryan/dev/bsv/lib/address.js:279:37
      1  100.0%            LazyCompile: ~Address._classifyArguments /Users/ryan/dev/bsv/lib/address.js:95:49

     13    1.1%  T v8::internal::Heap::AllocateRawWithRetryOrFail(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
     12   92.3%    LazyCompile: *stringSlice buffer.js:589:21
     12  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     12  100.0%        Builtin: ArraySome
     12  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     12  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39
      1    7.7%    T v8::internal::Runtime_StackGuard(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
      1  100.0%        Builtin: ArraySome
      1  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
      1  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39

     13    1.1%  T v8::Value::IsArrayBufferView() const
     13  100.0%    LazyCompile: *stringSlice buffer.js:589:21
     13  100.0%      LazyCompile: *<anonymous> /Users/ryan/dev/bsv/lib/transaction/transaction.js:533:45
     13  100.0%        Builtin: ArraySome
     13  100.0%          LazyCompile: ~_.some /Users/ryan/dev/bsv/lib/util/_.js:41:10
     13  100.0%            LazyCompile: ~Transaction.from /Users/ryan/dev/bsv/lib/transaction/transaction.js:525:39

     13    1.1%  T __kernelrpc_vm_remap
      2   15.4%    T v8::internal::Runtime_InterpreterDeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1   50.0%      LazyCompile: ~_hasDoubles /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/base.js:323:55
      1  100.0%        LazyCompile: ~mul /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curve/short.js:423:35
      1  100.0%          LazyCompile: ~PresetCurve /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curves.js:10:21
      1  100.0%            LazyCompile: ~get /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curves.js:30:18
      1   50.0%      LazyCompile: ~E internal/errors.js:195:11
      1  100.0%        Script: ~<anonymous> internal/errors.js:1:11
      1  100.0%          LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1  100.0%            LazyCompile: ~NativeModule.require internal/bootstrap/loaders.js:148:34
      2   15.4%    T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1   50.0%      LazyCompile: ~validatePath internal/fs/utils.js:442:22
      1  100.0%        LazyCompile: ~realpathSync fs.js:1376:22
      1  100.0%          LazyCompile: ~toRealPath internal/modules/cjs/loader.js:201:20
      1  100.0%            LazyCompile: ~tryFile internal/modules/cjs/loader.js:193:17
      1   50.0%      LazyCompile: ~addNetwork /Users/ryan/dev/bsv/lib/networks.js:81:21
      1  100.0%        Script: ~<anonymous> /Users/ryan/dev/bsv/lib/networks.js:1:11
      1  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:650:37
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:698:37
      1    7.7%    T v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~PresetCurve /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curves.js:10:21
      1  100.0%        LazyCompile: ~get /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/curves.js:30:18
      1  100.0%          Builtin: CEntry_Return1_DontSaveFPRegs_ArgvOnStack_NoBuiltinExit
      1  100.0%            LazyCompile: ~EC /Users/ryan/dev/bsv/node_modules/elliptic/lib/elliptic/ec/index.js:12:12
      1    7.7%    T v8::internal::Runtime_DeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      Script: ~<anonymous> internal/encoding.js:1:11
      1  100.0%        LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1  100.0%          LazyCompile: ~NativeModule.require internal/bootstrap/loaders.js:148:34
      1  100.0%            Script: ~<anonymous> util.js:1:11

